R_26m6UiXHcCsj8WD,agriculture,3
R_sYkyU1G1zUumWJj,agriculture,3
R_2fjJcJtgw37COZU,agriculture,3
R_3p90ZtSkCO7rfWz,agriculture,3
R_1r0Nb9YyJSRjbrj,business & computer information systems,3
R_2V3g6b2AtJYS808,business & computer information systems,3
R_Ug8bi9HsOPTFDa1,business & computer information systems,3
R_3e98jjoCKWxz387,business & computer information systems,3
R_1IBhJRlpVdvOVIe,education,3
R_3qSZmoeSpxwWTSh,education,3
R_aaey8wxcdDwYpTr,education,3
R_1Ln6I4PLDl3mddQ,education,3
R_DAgZk4NHdSIMS9b,education,3
R_3dSuAkNDDkoGQLN,engineering & computer science,3
R_ueLTNgngOxNqUo1,engineering & computer science,3
R_Z8CZ98s88RNc2WJ,engineering & computer science,3
R_2AXrYLGWgR9kQgy,engineering & computer science,3
R_2VHGaqExVYrgODK,engineering & computer science,3
R_1LciRw7hFosUOJD,engineering & computer science,3
R_DbGKnIOy58KVbwd,engineering & computer science,3
R_9WR2xrY7NWAM73X,engineering & computer science,3
R_3JgXb2y6z5myWXc,engineering & computer science,3
R_2YJQ5wjXFH7CR00,environmental science,3
R_2TufKLBP4Ojobzm,environmental science,3
R_1pSUJmTCKVYFVAp,environmental science,3
R_6WLX42XY5FGQGDn,environmental science,3
R_2z8ZBojCJYh9MJ4,environmental science,3
R_2AExqzshzf3qC1F,life science,3
R_1DtLh7LI3NIeIxg,life science,3
R_3fqPRzF1qqQx7U2,life science,3
R_9mfyLzqmQ7qXvZD,life science,3
R_1FKVWTrGOsew0eo,life science,3
R_1DO2CdUFbRU5Lm9,life science,3
R_3EoGkrACFBzjJfw,life science,3
R_2YDNK7KHevvhgw5,life science,3
R_1H6OdPefE3ubEH4,life science,3
R_8B0IfFpnRxtW4ol,life science,3
R_1opPT8a3KAn00R1,life science,3
R_UuwQHFieSzz7Kal,mathematics,3
R_2UYQhQbwq1RrBUK,mathematics,3
R_1LdK54eb9MasGC0,mathematics,3
R_1puMTvJRHoTkej6,physical science,3
R_29mMkji2Wnfxn1g,physical science,3
R_3Kw6RI5fihFPb51,physical science,3
R_2QSd70cu3D9qgt2,physical science,3
R_5i62j3TESkuLS8x,physical science,3
R_Os4UTbWSvpsM29X,agriculture,4
R_D1z9C1G8mJyH1nj,agriculture,4
R_2QMNyq5txUsv9K8,agriculture,4
R_2YX5zmGuVOkyo31,agriculture,4
R_1FKugNv4X226c4D,agriculture,4
R_1o0GCSuGIjWJzQC,agriculture,4
R_1P0Fcu2jhVDwoTu,agriculture,4
R_eyAdxDWfG9d7rMh,business & computer information systems,4
R_OONmMuTxMksQZGh,business & computer information systems,4
R_3MPzScznegMX11z,business & computer information systems,4
R_e9Z6B3JY1hw2ekN,education,4
R_2xRcNtQm4xteO81,education,4
R_3p4ozs26mLTtS3u,education,4
R_22mnvmksG5DApzR,education,4
R_9t4F3K7VrtOzD0d,education,4
R_RsLXtnXKvy5m6S5,education,4
R_1JWq8aiygxnpwI6,engineering & computer science,4
R_3C32En8QiAZr7uZ,engineering & computer science,4
R_3O1FI6Brt9kzgGf,engineering & computer science,4
R_6FfIbNoFM3xacSJ,engineering & computer science,4
R_2pLVHP7JYn4kpzJ,engineering & computer science,4
R_1P7ZgvgYG5696sg,engineering & computer science,4
R_1LjkQBauyCRGmJb,engineering & computer science,4
R_UgUJMv1EVu8aCNH,environmental science,4
R_3ME6Io0fRu5Lk3L,environmental science,4
R_2pY6s13N4pylG4l,environmental science,4
R_bpSl9UQAeht0GHf,life science,4
R_1pKwOZvPuBJolUg,life science,4
R_31LtUVAw2iGvkPA,life science,4
R_1gqnQOZJkd4u2ii,life science,4
R_1gckYcGVSVA2ux7,life science,4
R_2zZ5mBy2zJQ6AIB,life science,4
R_1jV9oNnBUT88oqi,life science,4
R_210PQqQpojF9AHi,life science,4
R_3kiHkfnn5WTDdkI,life science,4
R_1mjUwPisBSab6Xx,life science,4
R_31cQynw7ijFfY5H,life science,4
R_AEToXdfZf3XVxx7,mathematics,4
R_z0i36bUoEAu9TP3,mathematics,4
R_2t8MIvu2t2dsdVv,mathematics,4
R_1mWw6kCfGXdN1aJ,physical science,4
R_1kYLLg96i7dtJzG,physical science,4
R_2coyLEw4CRgumZc,physical science,4
R_2dFOG2fjssFaDlE,physical science,4
R_1OlXFynLt03cp6J,physical science,4
R_SOuSufsrs5sc6Nr,physical science,4
